OS;Local;Descricao;Data Abertura;InicioProg;TerminoProg;TempoPrevisto;InicioReal;TerminoReal;TempoParada;Prioridade;Oficina;Tipo;MP;Status
OS92067;REM01-1000-1200-E000003;Corretiva banco;13/01/2021;;;3,12;21/02/2021;21/02/2021;3,85;C;Elétrica;Corretiva;;FECH
OS92068;REM01-2000-2100-X000005;Corretiva banco;03/08/2021;;;2,15;02/09/2021;02/09/2021;2,15;C;Mecânica;Corretiva;;FECH
OS92069;REM01-2000-2100-X000002;Corretiva banco;17/02/2021;;;3,57;21/03/2021;21/03/2021;3,82;C;Automação;Corretiva;;FECH
OS92070;REM01-2000-2100-X000003;Corretiva banco;17/12/2020;;;4,28;22/01/2021;23/01/2021;5,02;C;Mecânica;Corretiva;;FECH
OS92071;REM01-3000-3200-T000001;Corretiva banco;24/08/2021;;;3,57;23/09/2021;23/09/2021;3,57;C;Mecânica;Corretiva;;FECH
OS92072;REM01-2000-2200-X000003;Corretiva banco;30/01/2021;;;2,58;03/03/2021;03/03/2021;2,12;C;Automação;Corretiva;;FECH
OS92073;REM01-2000-2100-X000003;Corretiva banco;30/08/2021;;;5;29/09/2021;29/09/2021;5;C;Mecânica;Corretiva;;FECH
OS92074;REM01-1000-1200-F000002;Corretiva banco;27/02/2021;;;1,4;13/04/2021;13/04/2021;1,4;C;Mecânica;Corretiva;;FECH
OS92075;REM01-2000-2100-X000006;Corretiva banco;06/06/2021;;;2,37;20/07/2021;20/07/2021;2,38;C;Mecânica;Corretiva;;FECH
OS92076;REM01-1000-1100-E000005;Corretiva banco;08/11/2021;;;4,77;08/12/2021;08/12/2021;4,77;C;Mecânica;Corretiva;;FECH
OS92077;REM01-2000-2200-X000005;Corretiva banco;21/05/2021;;;4;20/06/2021;20/06/2021;4;C;Elétrica;Corretiva;;FECH
OS92078;REM01-1000-1100-E000001;Corretiva banco;06/10/2021;;;1,67;05/11/2021;05/11/2021;1,67;C;Mecânica;Corretiva;;FECH
OS92079;REM01-1000-1100-E000002;Corretiva banco;30/10/2021;;;3,68;29/11/2021;30/11/2021;3,68;C;Elétrica;Corretiva;;FECH
OS92080;REM01-2000-2100-X000004;Corretiva banco;05/08/2021;;;4,93;15/09/2021;15/09/2021;5,43;C;Mecânica;Corretiva;;FECH
OS92081;REM01-3000-3200-T000001;Corretiva banco;12/02/2021;;;2,6;17/04/2021;17/04/2021;3,1;C;Mecânica;Corretiva;;FECH
OS92082;REM01-1000-2200-F000002;Corretiva banco;21/08/2021;;;1,67;20/09/2021;20/09/2021;1,67;C;Mecânica;Corretiva;;FECH
OS92083;REM01-1000-1100-E000003;Corretiva banco;18/08/2021;;;2,7;21/09/2021;21/09/2021;2,97;C;Mecânica;Corretiva;;FECH
OS92084;REM01-1000-1100-E000005;Corretiva banco;04/12/2020;;;2,4;30/01/2021;31/01/2021;3,13;C;Mecânica;Corretiva;;FECH
OS92085;REM01-2000-2100-X000002;Corretiva banco;30/09/2021;;;4,55;30/10/2021;31/10/2021;4,55;C;Elétrica;Corretiva;;FECH
OS92086;REM01-2000-2200-X000003;Corretiva banco;19/05/2021;;;3,55;18/06/2021;18/06/2021;3,55;C;Elétrica;Corretiva;;FECH
OS92087;REM01-2000-2200-X000003;Corretiva banco;04/03/2021;;;4,45;30/09/2021;30/09/2021;4,45;C;Elétrica;Corretiva;;FECH
OS92088;REM01-2000-2200-X000002;Corretiva banco;27/11/2021;;;4,72;27/12/2021;27/12/2021;4,72;C;Elétrica;Corretiva;;FECH
OS92089;REM01-1000-1200-E000001;Corretiva banco;03/11/2021;;;1,55;23/12/2021;23/12/2021;1,33;C;Elétrica;Corretiva;;FECH
OS92090;REM01-1000-1100-E000001;Corretiva banco;07/06/2021;;;4,92;07/07/2021;07/07/2021;4,92;C;Automação;Corretiva;;FECH
OS92091;REM01-2000-2100-X000006;Corretiva banco;15/07/2021;;;4,6;15/08/2021;15/08/2021;4,13;C;Automação;Corretiva;;FECH
OS92092;REM01-2000-2100-X000001;Corretiva banco;17/05/2021;;;0,98;16/06/2021;16/06/2021;0,98;C;Elétrica;Corretiva;;FECH
OS92093;REM01-2000-2200-X000005;Corretiva banco;18/02/2021;;;3,5;16/04/2021;16/04/2021;4,23;C;Mecânica;Corretiva;;FECH
OS92094;REM01-1000-1100-E000002;Corretiva banco;21/01/2021;;;4,93;03/03/2021;03/03/2021;5,43;C;Elétrica;Corretiva;;FECH
OS92095;REM01-3000-3200-T000002;Corretiva banco;27/09/2021;;;3,08;29/10/2021;29/10/2021;2,62;C;Mecânica;Corretiva;;FECH
OS92096;REM01-1000-1100-E000003;Corretiva banco;14/02/2021;;;4,45;03/04/2021;03/04/2021;4;C;Automação;Corretiva;;FECH
OS92097;REM01-3000-3100-C000001;Corretiva banco;09/08/2021;;;4,05;08/09/2021;08/09/2021;4,05;C;Mecânica;Corretiva;;FECH
OS92098;REM01-2000-2100-X000002;Corretiva banco;07/01/2021;;;2,15;23/02/2021;23/02/2021;2,17;C;Mecânica;Corretiva;;FECH
OS92099;REM01-2000-2200-X000005;Corretiva banco;04/12/2020;;;3,33;17/01/2021;18/01/2021;3,82;C;Mecânica;Corretiva;;FECH
OS92100;REM01-3000-3300-C000001;Corretiva banco;15/08/2021;;;2,65;23/09/2021;24/09/2021;3,4;C;Elétrica;Corretiva;;FECH
OS92101;REM01-1000-1100-E000002;Corretiva banco;21/05/2021;;;1,2;23/06/2021;24/06/2021;1,93;C;Mecânica;Corretiva;;FECH
OS92102;REM01-1000-1200-E000001;Corretiva banco;11/10/2021;;;1,48;12/11/2021;12/11/2021;1,98;C;Mecânica;Corretiva;;FECH
OS92103;REM01-1000-2200-F000002;Corretiva banco;03/06/2021;;;3,42;04/07/2021;04/07/2021;3,68;C;Elétrica;Corretiva;;FECH
OS92104;REM01-1000-1200-E000003;Corretiva banco;11/12/2020;;;3,42;02/02/2021;02/02/2021;3,92;C;Elétrica;Corretiva;;FECH
OS92105;REM01-2000-2200-X000004;Corretiva banco;26/11/2021;;;2,08;29/12/2021;29/12/2021;2,1;C;Elétrica;Corretiva;;FECH
OS92106;REM01-1000-1200-E000002;Corretiva banco;14/10/2021;;;4,38;24/11/2021;25/11/2021;4,88;C;Mecânica;Corretiva;;FECH
OS92107;REM01-1000-1200-E000006;Corretiva banco;14/09/2021;;;4,92;14/10/2021;14/10/2021;4,92;C;Mecânica;Corretiva;;CONC
OS92108;REM01-2000-2100-X000002;Corretiva banco;02/10/2021;;;2,7;02/11/2021;02/11/2021;3,2;C;Automação;Corretiva;;FECH
OS92109;REM01-2000-2200-X000006;Corretiva banco;09/08/2021;;;3,2;08/09/2021;08/09/2021;3,2;C;Elétrica;Corretiva;;FECH
OS92110;REM01-1000-1200-E000004;Corretiva banco;14/05/2021;;;2,32;13/06/2021;13/06/2021;2,32;C;Mecânica;Corretiva;;FECH
OS92111;REM01-1000-2200-F000001;Corretiva banco;29/12/2020;;;1,48;02/02/2021;02/02/2021;1,48;C;Mecânica;Corretiva;;FECH
OS92112;REM01-2000-2100-X000004;Corretiva banco;06/02/2021;;;1,93;27/03/2021;27/03/2021;1,47;C;Elétrica;Corretiva;;FECH
OS92113;REM01-1000-1200-E000004;Corretiva banco;11/12/2020;;;3,38;26/01/2021;26/01/2021;3,63;C;Mecânica;Corretiva;;FECH
OS92114;REM01-1000-1200-E000002;Corretiva banco;25/11/2021;;;2,58;25/12/2021;26/12/2021;2,58;C;Elétrica;Corretiva;;FECH
OS92115;REM01-3000-3200-T000001;Corretiva banco;29/05/2021;;;1,27;28/06/2021;28/06/2021;1,27;C;Automação;Corretiva;;FECH
OS92116;REM01-2000-2100-X000001;Corretiva banco;14/01/2021;;;3,83;09/03/2021;09/03/2021;4,57;C;Elétrica;Corretiva;;FECH
OS92117;REM01-2000-2100-X000004;Corretiva banco;27/10/2021;;;3,88;26/11/2021;26/11/2021;3,88;C;Automação;Corretiva;;FECH
OS92118;REM01-3000-3300-C000001;Corretiva banco;01/09/2021;;;1,97;01/10/2021;01/10/2021;1,97;C;Mecânica;Corretiva;;CONC
OS92119;REM01-2000-2100-X000001;Corretiva banco;28/10/2021;;;4,65;27/11/2021;27/11/2021;4,65;C;Mecânica;Corretiva;;FECH
OS92120;REM01-3000-3100-C000001;Corretiva banco;26/05/2021;;;1,28;27/06/2021;28/06/2021;1,3;C;Mecânica;Corretiva;;FECH
OS92121;REM01-2000-2200-X000005;Corretiva banco;26/09/2021;;;3,47;26/10/2021;27/10/2021;3,47;C;Automação;Corretiva;;FECH
OS92122;REM01-1000-1100-E000002;Corretiva banco;25/10/2021;;;4,28;24/11/2021;24/11/2021;4,28;C;Mecânica;Corretiva;;FECH
OS92123;REM01-1000-2200-F000002;Corretiva banco;06/09/2021;;;4,37;29/10/2021;29/10/2021;4,38;C;Automação;Corretiva;;FECH
OS92124;REM01-2000-2100-X000003;Corretiva banco;07/12/2020;;;1,67;21/01/2021;21/01/2021;1,2;C;Elétrica;Corretiva;;FECH
OS92125;REM01-2000-2200-X000001;Corretiva banco;15/07/2021;;;2,57;14/08/2021;14/08/2021;2,57;C;Elétrica;Corretiva;;FECH
OS92126;REM01-3000-3300-C000001;Corretiva banco;12/11/2021;;;4,98;19/12/2021;20/12/2021;5,48;C;Elétrica;Corretiva;;FECH
OS92127;REM01-2000-2100-X000002;Corretiva banco;13/06/2021;;;3,42;13/07/2021;13/07/2021;3,42;C;Automação;Corretiva;;FECH
OS92128;REM01-1000-1200-E000001;Corretiva banco;30/07/2021;;;4,12;29/08/2021;29/08/2021;4,12;C;Mecânica;Corretiva;;FECH
OS92129;REM01-1000-1100-E000002;Corretiva banco;07/09/2021;;;1,93;18/10/2021;18/10/2021;1,72;C;Mecânica;Corretiva;;FECH
OS92130;REM01-1000-1100-E000006;Corretiva banco;29/08/2021;;;1,4;28/09/2021;28/09/2021;1,4;C;Elétrica;Corretiva;;FECH
OS92131;REM01-1000-1100-E000003;Corretiva banco;07/01/2021;;;3,2;02/03/2021;02/03/2021;2,75;C;Mecânica;Corretiva;;FECH
OS92132;REM01-2000-2200-X000002;Corretiva banco;10/09/2021;;;2,32;28/10/2021;28/10/2021;2,1;C;Mecânica;Corretiva;;CONC
OS92133;REM01-1000-1200-E000004;Corretiva banco;19/12/2020;;;4,02;03/02/2021;03/02/2021;4,28;C;Elétrica;Corretiva;;FECH
OS92134;REM01-2000-2200-X000002;Corretiva banco;18/06/2021;;;2,1;16/10/2021;16/10/2021;2,1;C;Elétrica;Corretiva;;FECH
OS92135;REM01-1000-1100-E000004;Corretiva banco;10/02/2021;;;2,42;05/04/2021;05/04/2021;2,2;C;Elétrica;Corretiva;;FECH
OS92136;REM01-1000-1200-F000001;Corretiva banco;03/10/2021;;;3,02;02/11/2021;02/11/2021;3,02;C;Mecânica;Corretiva;;FECH
OS92137;REM01-2000-2200-X000004;Corretiva banco;06/03/2021;;;4,67;05/04/2021;05/04/2021;4,67;C;Elétrica;Corretiva;;FECH
OS92138;REM01-2000-2200-X000002;Corretiva banco;04/03/2021;;;4,75;03/04/2021;03/04/2021;4,75;C;Elétrica;Corretiva;;FECH
OS92139;REM01-1000-1100-E000005;Corretiva banco;26/11/2021;;;3,73;29/12/2021;29/12/2021;4,23;C;Elétrica;Corretiva;;FECH
OS92140;REM01-1000-1100-E000003;Corretiva banco;17/12/2020;;;4,48;26/01/2021;27/01/2021;4,5;C;Automação;Corretiva;;FECH
OS92141;REM01-2000-2200-X000001;Corretiva banco;17/08/2021;;;4,2;16/09/2021;16/09/2021;4,2;C;Automação;Corretiva;;FECH
OS92142;REM01-3000-3300-C000001;Corretiva banco;19/02/2021;;;3,83;27/03/2021;27/03/2021;4,08;C;Elétrica;Corretiva;;FECH
OS92143;REM01-3000-3200-T000002;Corretiva banco;27/11/2021;;;4,72;27/12/2021;27/12/2021;4,72;C;Mecânica;Corretiva;;FECH
OS92144;REM01-2000-2200-X000003;Corretiva banco;06/04/2021;;;2,97;03/10/2021;03/10/2021;2,97;C;Mecânica;Corretiva;;FECH
OS92145;REM01-1000-1200-E000003;Corretiva banco;02/09/2021;;;2,97;02/10/2021;02/10/2021;2,97;C;Mecânica;Corretiva;;FECH
OS92146;REM01-2000-2200-X000005;Corretiva banco;14/02/2021;;;1,67;05/04/2021;05/04/2021;1,45;C;Elétrica;Corretiva;;FECH
OS92147;REM01-1000-1200-E000001;Corretiva banco;03/12/2020;;;1,72;07/01/2021;07/01/2021;1,25;C;Mecânica;Corretiva;;FECH
OS92148;REM01-2000-2200-X000006;Corretiva banco;19/07/2021;;;5,03;25/08/2021;25/08/2021;5,28;C;Mecânica;Corretiva;;FECH
OS92149;REM01-2000-2100-X000006;Corretiva banco;05/07/2021;;;4,45;04/08/2021;05/08/2021;4,45;C;Elétrica;Corretiva;;FECH
OS92150;REM01-2000-2100-X000002;Corretiva banco;24/10/2021;;;4,32;23/11/2021;23/11/2021;4,32;C;Elétrica;Corretiva;;CONC
OS92151;REM01-2000-2100-X000004;Corretiva banco;11/12/2020;;;1,65;17/01/2021;17/01/2021;1,9;C;Elétrica;Corretiva;;FECH
OS92152;REM01-2000-2200-X000005;Corretiva banco;10/01/2021;;;3,77;17/02/2021;17/02/2021;3,53;C;Automação;Corretiva;;FECH
OS92153;REM01-1000-1100-E000002;Corretiva banco;18/11/2021;;;4,23;25/12/2021;25/12/2021;4,02;C;Elétrica;Corretiva;;FECH
OS92154;REM01-1000-1100-E000005;Corretiva banco;04/11/2021;;;1,37;24/12/2021;24/12/2021;2,1;C;Mecânica;Corretiva;;FECH
OS92155;REM01-2000-2100-X000006;Corretiva banco;16/09/2021;;;2,1;16/10/2021;16/10/2021;2,1;C;Mecânica;Corretiva;;FECH
OS92156;REM01-1000-1100-E000006;Corretiva banco;09/02/2021;;;2,7;13/03/2021;14/03/2021;2,72;C;Mecânica;Corretiva;;FECH
OS92157;REM01-3000-3100-C000001;Corretiva banco;24/02/2021;;;2,82;17/04/2021;17/04/2021;2,37;C;Mecânica;Corretiva;;FECH
OS92158;REM01-3000-3300-C000001;Corretiva banco;25/11/2021;;;0,98;25/12/2021;25/12/2021;0,98;C;Mecânica;Corretiva;;FECH
OS92159;REM01-1000-1200-E000005;Corretiva banco;23/03/2021;;;2;30/04/2021;30/04/2021;1,55;C;Mecânica;Corretiva;;FECH
OS92160;REM01-1000-1100-E000005;Corretiva banco;23/12/2020;;;2,57;18/02/2021;18/02/2021;2,1;C;Mecânica;Corretiva;;FECH
OS92161;REM01-1000-1200-F000002;Corretiva banco;18/07/2021;;;4,97;17/08/2021;17/08/2021;4,97;C;Automação;Corretiva;;FECH
OS92162;REM01-1000-1100-E000001;Corretiva banco;10/10/2021;;;1,33;21/11/2021;21/11/2021;1,6;C;Mecânica;Corretiva;;FECH
OS92163;REM01-2000-2100-X000002;Corretiva banco;17/07/2021;;;4,72;19/08/2021;19/08/2021;5,22;C;Mecânica;Corretiva;;FECH
OS92164;REM01-2000-2200-X000004;Corretiva banco;29/10/2021;;;2,82;28/11/2021;28/11/2021;2,82;C;Mecânica;Corretiva;;FECH
OS92165;REM01-1000-2200-F000002;Corretiva banco;31/07/2021;;;4,58;30/08/2021;30/08/2021;4,58;C;Elétrica;Corretiva;;FECH
OS92166;REM01-2000-2100-X000001;Corretiva banco;02/05/2021;;;1,83;17/06/2021;17/06/2021;1,85;C;Elétrica;Corretiva;;FECH
OS92167;REM01-1000-1200-E000004;Corretiva banco;10/07/2021;;;4,7;09/08/2021;10/08/2021;4,7;C;Elétrica;Corretiva;;FECH
OS92168;REM01-1000-1100-E000004;Corretiva banco;05/10/2021;;;4,23;04/11/2021;04/11/2021;4,23;C;Mecânica;Corretiva;;FECH
OS92169;REM01-1000-1100-E000003;Corretiva banco;12/08/2021;;;3,02;11/09/2021;11/09/2021;3,02;C;Mecânica;Corretiva;;FECH
OS92170;REM01-3000-3200-T000001;Corretiva banco;28/04/2021;;;1,6;25/10/2021;25/10/2021;1,6;C;Elétrica;Corretiva;;FECH
OS92171;REM01-2000-2100-X000006;Corretiva banco;05/03/2021;;;1,15;10/04/2021;10/04/2021;0,92;C;Elétrica;Corretiva;;FECH
OS92172;REM01-2000-2100-X000002;Corretiva banco;29/05/2021;;;3,38;28/06/2021;28/06/2021;3,38;C;Elétrica;Corretiva;;FECH
OS92173;REM01-2000-2100-X000004;Corretiva banco;29/09/2021;;;3,28;29/10/2021;29/10/2021;3,28;C;Mecânica;Corretiva;;FECH
OS92174;REM01-1000-1200-F000002;Corretiva banco;11/09/2021;;;4,65;11/10/2021;11/10/2021;4,65;C;Elétrica;Corretiva;;FECH
OS92175;REM01-1000-1200-E000003;Corretiva banco;09/07/2021;;;1,55;08/08/2021;08/08/2021;1,55;C;Mecânica;Corretiva;;FECH
OS92176;REM01-2000-2200-X000004;Corretiva banco;07/03/2021;;;1,93;06/04/2021;06/04/2021;1,93;C;Mecânica;Corretiva;;FECH
OS92177;REM01-2000-2100-X000006;Corretiva banco;02/03/2021;;;1,07;01/04/2021;01/04/2021;1,07;C;Automação;Corretiva;;FECH
OS92178;REM01-1000-1100-E000005;Corretiva banco;14/05/2021;;;1,98;13/06/2021;13/06/2021;1,98;C;Elétrica;Corretiva;;FECH
OS92179;REM01-1000-2200-F000002;Corretiva banco;29/09/2021;;;1,33;29/10/2021;29/10/2021;1,33;C;Mecânica;Corretiva;;FECH
OS92180;REM01-1000-1100-E000001;Corretiva banco;14/12/2020;;;3,4;16/01/2021;16/01/2021;2,93;C;Elétrica;Corretiva;;FECH
OS92181;REM01-2000-2200-X000006;Corretiva banco;11/08/2021;;;3,77;27/09/2021;28/09/2021;3,78;C;Mecânica;Corretiva;;FECH
OS92182;REM01-2000-2100-X000006;Corretiva banco;03/01/2021;;;1,43;10/02/2021;10/02/2021;1,68;C;Mecânica;Corretiva;;FECH
OS92183;REM01-1000-1200-E000003;Corretiva banco;31/03/2021;;;4,1;30/04/2021;30/04/2021;4,1;C;Elétrica;Corretiva;;FECH
OS92184;REM01-1000-1200-E000003;Corretiva banco;06/04/2021;;;2,08;11/05/2021;11/05/2021;2,82;C;Elétrica;Corretiva;;FECH
OS92185;REM01-2000-2200-X000002;Corretiva banco;01/06/2021;;;2,27;29/07/2021;29/07/2021;1,8;C;Mecânica;Corretiva;;FECH
OS92186;REM01-1000-1200-E000003;Corretiva banco;07/09/2021;;;1,33;09/10/2021;09/10/2021;1,35;C;Mecânica;Corretiva;;FECH
OS92187;REM01-1000-1200-E000002;Corretiva banco;16/02/2021;;;3,45;09/04/2021;09/04/2021;3,95;C;Elétrica;Corretiva;;FECH
OS92188;REM01-2000-2100-X000006;Corretiva banco;06/07/2021;;;2,92;16/08/2021;16/08/2021;3,42;C;Mecânica;Corretiva;;FECH
OS92189;REM01-1000-1100-E000005;Corretiva banco;25/01/2021;;;3,17;01/03/2021;01/03/2021;3,17;C;Mecânica;Corretiva;;FECH
OS92190;REM01-1000-1200-E000004;Corretiva banco;07/03/2021;;;4,27;02/05/2021;02/05/2021;3,8;C;Elétrica;Corretiva;;FECH
OS92191;REM01-2000-2200-X000002;Corretiva banco;26/09/2021;;;3,07;26/10/2021;26/10/2021;3,07;C;Mecânica;Corretiva;;FECH
OS92192;REM01-3000-3300-C000001;Corretiva banco;15/06/2021;;;4,22;26/07/2021;26/07/2021;4,95;C;Mecânica;Corretiva;;FECH
OS92193;REM01-2000-2100-X000002;Corretiva banco;03/07/2021;;;2,2;17/08/2021;17/08/2021;1,73;C;Elétrica;Corretiva;;FECH
OS92194;REM01-1000-1100-E000005;Corretiva banco;18/05/2021;;;4,98;17/06/2021;17/06/2021;4,98;C;Elétrica;Corretiva;;FECH
OS92195;REM01-2000-2200-X000002;Corretiva banco;26/12/2020;;;4,23;11/02/2021;11/02/2021;4,5;C;Mecânica;Corretiva;;FECH
OS92196;REM01-2000-2200-X000001;Corretiva banco;01/04/2021;;;4,83;28/05/2021;28/05/2021;5,58;C;Automação;Corretiva;;FECH
OS92197;REM01-1000-1100-E000002;Corretiva banco;25/05/2021;;;2,3;26/06/2021;26/06/2021;1,83;C;Automação;Corretiva;;FECH
OS92198;REM01-2000-2100-X000005;Corretiva banco;16/06/2021;;;2,53;16/07/2021;17/07/2021;2,53;C;Elétrica;Corretiva;;FECH
OS92199;REM01-3000-3300-C000001;Corretiva banco;24/04/2021;;;3,5;16/05/2021;16/05/2021;4;C;Mecânica;Corretiva;;FECH
OS92200;REM01-3000-3100-C000001;Corretiva banco;17/10/2021;;;4,48;30/11/2021;30/11/2021;4,25;C;Mecânica;Corretiva;;FECH
OS92201;REM01-1000-1100-E000003;Corretiva banco;13/08/2021;;;3,85;12/09/2021;12/09/2021;3,85;C;Elétrica;Corretiva;;FECH
OS92202;REM01-3000-3100-C000001;Corretiva banco;03/04/2021;;;4,87;24/05/2021;25/05/2021;5,37;C;Mecânica;Corretiva;;FECH
OS92203;REM01-2000-2100-X000005;Corretiva banco;11/03/2021;;;2,87;07/10/2021;07/10/2021;2,87;C;Mecânica;Corretiva;;FECH
OS92204;REM01-2000-2100-X000003;Corretiva banco;26/04/2021;;;4,92;17/05/2021;17/05/2021;4,68;C;Automação;Corretiva;;FECH
OS92205;REM01-1000-1200-E000005;Corretiva banco;03/04/2021;;;2,8;09/05/2021;09/05/2021;3,05;C;Mecânica;Corretiva;;FECH
OS92206;REM01-3000-3100-C000002;Corretiva banco;12/10/2021;;;2,52;14/11/2021;15/11/2021;2,05;C;Elétrica;Corretiva;;FECH
OS92207;REM01-1000-1200-E000003;Corretiva banco;27/07/2021;;;2;26/08/2021;26/08/2021;2;C;Automação;Corretiva;;FECH
OS92208;REM01-2000-2200-X000002;Corretiva banco;26/10/2021;;;1,5;25/11/2021;25/11/2021;1,5;C;Elétrica;Corretiva;;FECH
OS92209;REM01-1000-1200-E000001;Corretiva banco;19/02/2021;;;2,25;02/04/2021;02/04/2021;1,78;C;Automação;Corretiva;;FECH
OS92210;REM01-1000-2200-F000001;Corretiva banco;17/08/2021;;;3,2;16/09/2021;16/09/2021;3,2;C;Elétrica;Corretiva;;FECH
OS92211;REM01-2000-2100-X000003;Corretiva banco;09/10/2021;;;1,58;08/11/2021;08/11/2021;1,58;C;Mecânica;Corretiva;;FECH
OS92212;REM01-3000-3300-C000001;Corretiva banco;09/09/2021;;;1,67;13/10/2021;14/10/2021;2,4;C;Automação;Corretiva;;FECH
OS92213;REM01-1000-1100-E000006;Corretiva banco;06/10/2021;;;4,4;10/11/2021;10/11/2021;4,42;C;Mecânica;Corretiva;;FECH
OS92214;REM01-1000-1200-E000002;Corretiva banco;22/08/2021;;;2,25;21/09/2021;21/09/2021;2,25;C;Automação;Corretiva;;FECH
OS92215;REM01-2000-2200-X000002;Corretiva banco;19/05/2021;;;3,6;18/06/2021;18/06/2021;3,6;C;Mecânica;Corretiva;;FECH
OS92216;REM01-1000-1100-E000004;Corretiva banco;27/06/2021;;;4,58;27/07/2021;27/07/2021;4,58;C;Mecânica;Corretiva;;FECH
OS92217;REM01-2000-2100-X000002;Corretiva banco;22/07/2021;;;4,92;25/08/2021;25/08/2021;5,65;C;Mecânica;Corretiva;;FECH
OS92218;REM01-2000-2100-X000005;Corretiva banco;21/08/2021;;;2,1;20/09/2021;20/09/2021;2,1;C;Elétrica;Corretiva;;FECH
OS92219;REM01-2000-2100-X000005;Corretiva banco;02/11/2021;;;2,8;02/12/2021;02/12/2021;2,8;C;Automação;Corretiva;;FECH
OS92220;REM01-1000-2200-F000001;Corretiva banco;07/09/2021;;;4,67;07/10/2021;07/10/2021;4,67;C;Elétrica;Corretiva;;FECH
OS92221;REM01-2000-2200-X000002;Corretiva banco;07/11/2021;;;4,5;09/12/2021;09/12/2021;4,28;C;Automação;Corretiva;;FECH
OS92222;REM01-1000-1200-E000001;Corretiva banco;15/10/2021;;;3,83;23/11/2021;24/11/2021;3,37;C;Mecânica;Corretiva;;FECH
OS92223;REM01-3000-3300-C000001;Corretiva banco;15/12/2020;;;2,43;26/01/2021;26/01/2021;2,93;C;Elétrica;Corretiva;;FECH
OS92224;REM01-1000-1100-E000003;Corretiva banco;04/10/2021;;;1,97;25/11/2021;25/11/2021;2,22;C;Elétrica;Corretiva;;FECH
OS92225;REM01-1000-1200-E000002;Corretiva banco;26/05/2021;;;3,95;25/06/2021;25/06/2021;3,95;C;Elétrica;Corretiva;;FECH
OS92226;REM01-2000-2100-X000006;Corretiva banco;10/06/2021;;;1,07;10/07/2021;10/07/2021;1,07;C;Automação;Corretiva;;FECH
OS92227;REM01-1000-1100-E000005;Corretiva banco;16/06/2021;;;4,17;16/07/2021;16/07/2021;4,17;C;Elétrica;Corretiva;;FECH
OS92228;REM01-1000-1200-F000001;Corretiva banco;04/05/2021;;;4,72;03/06/2021;03/06/2021;4,72;C;Mecânica;Corretiva;;FECH
OS92229;REM01-1000-1100-E000004;Corretiva banco;20/08/2021;;;3,18;19/09/2021;20/09/2021;3,18;C;Mecânica;Corretiva;;FECH
OS92230;REM01-1000-1200-E000001;Corretiva banco;20/08/2021;;;2,73;19/09/2021;19/09/2021;2,73;C;Elétrica;Corretiva;;FECH
OS92231;REM01-1000-1200-E000006;Corretiva banco;09/10/2021;;;1,12;08/11/2021;08/11/2021;1,12;C;Mecânica;Corretiva;;FECH
OS92232;REM01-1000-1200-E000003;Corretiva banco;30/07/2021;;;4,55;29/08/2021;29/08/2021;4,55;C;Mecânica;Corretiva;;FECH
OS92233;REM01-2000-2100-X000004;Corretiva banco;13/04/2021;;;1,87;22/05/2021;22/05/2021;2,37;C;Mecânica;Corretiva;;FECH
OS92234;REM01-2000-2200-X000005;Corretiva banco;20/06/2021;;;4,33;18/10/2021;18/10/2021;4,33;C;Elétrica;Corretiva;;FECH
OS92235;REM01-1000-1200-E000006;Corretiva banco;20/09/2021;;;3,52;22/10/2021;23/10/2021;4,02;C;Elétrica;Corretiva;;FECH
OS92236;REM01-2000-2200-X000003;Corretiva banco;18/10/2021;;;1,55;21/11/2021;21/11/2021;1,8;C;Mecânica;Corretiva;;FECH
OS92237;REM01-1000-1100-E000003;Corretiva banco;28/07/2021;;;3,38;27/08/2021;27/08/2021;3,38;C;Mecânica;Corretiva;;FECH
OS92238;REM01-1000-1200-F000002;Corretiva banco;07/06/2021;;;1,37;15/07/2021;15/07/2021;1,62;C;Mecânica;Corretiva;;FECH
OS92239;REM01-1000-1100-E000001;Corretiva banco;17/06/2021;;;4,72;23/07/2021;23/07/2021;4,73;C;Elétrica;Corretiva;;FECH
OS92240;REM01-2000-2200-X000004;Corretiva banco;20/01/2021;;;4,37;10/03/2021;10/03/2021;4,62;C;Elétrica;Corretiva;;FECH
OS92241;REM01-2000-2100-X000002;Corretiva banco;27/08/2021;;;3,02;26/09/2021;26/09/2021;3,02;C;Automação;Corretiva;;FECH
OS92242;REM01-3000-3100-C000002;Corretiva banco;03/12/2020;;;4,02;26/01/2021;26/01/2021;4,52;C;Elétrica;Corretiva;;FECH
OS92243;REM01-2000-2200-X000006;Corretiva banco;09/09/2021;;;3,57;09/10/2021;10/10/2021;3,57;C;Elétrica;Corretiva;;FECH
OS92244;REM01-1000-1200-E000002;Corretiva banco;08/12/2020;;;2,13;27/01/2021;28/01/2021;1,67;C;Mecânica;Corretiva;;FECH
OS92245;REM01-1000-1200-E000004;Corretiva banco;18/08/2021;;;4,88;17/09/2021;17/09/2021;4,88;C;Automação;Corretiva;;FECH
OS92246;REM01-2000-2200-X000003;Corretiva banco;05/10/2021;;;3,18;04/11/2021;05/11/2021;3,18;C;Elétrica;Corretiva;;FECH
OS92247;REM01-3000-3200-T000002;Corretiva banco;17/12/2020;;;1,05;18/02/2021;18/02/2021;0,58;C;Elétrica;Corretiva;;FECH
